NAME,B19013_001E,B19301_001E,B17001_002E,state,county
"Wayne County, Pennsylvania",59240,32207,5272,42,127
"Westmoreland County, Pennsylvania",69454,40193,33778,42,129
"Wyoming County, Pennsylvania",67968,36533,2850,42,131
"York County, Pennsylvania",79183,38926,38540,42,133
"Bristol County, Rhode Island",105875,56739,3394,44,001
"Kent County, Rhode Island",85732,46564,12655,44,003
"Newport County, Rhode Island",96319,58280,6373,44,005
"Providence County, Rhode Island",72579,38191,85858,44,007
"Washington County, Rhode Island",99510,50008,9753,44,009
"Abbeville County, South Carolina",49759,31443,3752,45,001
"Aiken County, South Carolina",63212,34786,23653,45,003
"Allendale County, South Carolina",37096,19654,1955,45,005
"Anderson County, South Carolina",62347,33714,28770,45,007
"Bamberg County, South Carolina",43920,21991,2785,45,009
"Barnwell County, South Carolina",42470,25640,5116,45,011
"Beaufort County, South Carolina",81260,48132,19003,45,013
"Berkeley County, South Carolina",77874,37563,24818,45,015
"Calhoun County, South Carolina",55550,30898,2594,45,017
"Charleston County, South Carolina",78795,51480,48952,45,019
"Cherokee County, South Carolina",47011,26706,9921,45,021
"Chester County, South Carolina",50022,26349,6053,45,023
"Chesterfield County, South Carolina",46326,26435,8738,45,025
"Clarendon County, South Carolina",48677,26290,5827,45,027
"Colleton County, South Carolina",46795,26253,6259,45,029
"Darlington County, South Carolina",44317,28821,12494,45,031
"Dillon County, South Carolina",42454,21736,8819,45,033
"Dorchester County, South Carolina",73686,36543,19665,45,035
"Edgefield County, South Carolina",60033,31232,4074,45,037
"Fairfield County, South Carolina",44521,29269,3866,45,039
"Florence County, South Carolina",56088,30733,23845,45,041
"Georgetown County, South Carolina",59782,39403,10078,45,043
"Greenville County, South Carolina",71328,40427,56304,45,045
"Greenwood County, South Carolina",47553,30237,11498,45,047
"Hampton County, South Carolina",40157,22727,3613,45,049
"Horry County, South Carolina",59880,34147,45882,45,051
"Jasper County, South Carolina",60452,31228,5064,45,053
"Kershaw County, South Carolina",61343,30310,9446,45,055
"Lancaster County, South Carolina",72186,39172,11546,45,057
"Laurens County, South Carolina",52077,27221,12281,45,059
"Lee County, South Carolina",39099,21054,4247,45,061
"Lexington County, South Carolina",71280,37209,33967,45,063
"McCormick County, South Carolina",55569,32017,1435,45,065
"Marion County, South Carolina",35972,21952,7925,45,067
"Marlboro County, South Carolina",34275,20703,6733,45,069
"Newberry County, South Carolina",56706,32251,5699,45,071
"Oconee County, South Carolina",56710,35315,12239,45,073
"Orangeburg County, South Carolina",41020,23636,20224,45,075
"Pickens County, South Carolina",57628,32059,20880,45,077
"Richland County, South Carolina",59850,35720,65215,45,079
"Saluda County, South Carolina",51041,27912,3348,45,081
"Spartanburg County, South Carolina",61955,32039,46447,45,083
"Sumter County, South Carolina",53970,28319,16820,45,085
"Union County, South Carolina",42305,26111,5624,45,087
"Williamsburg County, South Carolina",40848,22946,6901,45,089
"York County, South Carolina",80158,41486,23474,45,091
"Aurora County, South Dakota",71490,40299,128,46,003
"Beadle County, South Dakota",63813,32177,1811,46,005
"Bennett County, South Dakota",44821,22068,991,46,007
"Bon Homme County, South Dakota",57554,26450,630,46,009
"Brookings County, South Dakota",64438,32778,3922,46,011
"Brown County, South Dakota",70379,38035,3923,46,013
"Brule County, South Dakota",64821,34629,707,46,015
"Buffalo County, South Dakota",42917,13731,673,46,017
"Butte County, South Dakota",58106,34218,841,46,019
"Campbell County, South Dakota",66932,40617,86,46,021
"Charles Mix County, South Dakota",60729,27034,2049,46,023
"Clark County, South Dakota",59340,35573,351,46,025
"Clay County, South Dakota",55963,30033,2670,46,027
"Codington County, South Dakota",65747,36016,3060,46,029
"Corson County, South Dakota",48125,18757,1687,46,031
"Custer County, South Dakota",75943,43745,693,46,033
"Davison County, South Dakota",55606,33282,2906,46,035
"Day County, South Dakota",57558,34210,789,46,037
"Deuel County, South Dakota",76997,35754,244,46,039
"Dewey County, South Dakota",55077,20657,1609,46,041
"Douglas County, South Dakota",75048,37235,394,46,043
"Edmunds County, South Dakota",76806,40159,282,46,045
"Fall River County, South Dakota",54886,33745,1315,46,047
"Faulk County, South Dakota",56734,31533,494,46,049
"Grant County, South Dakota",70851,38787,724,46,051
"Gregory County, South Dakota",48272,31505,503,46,053
"Haakon County, South Dakota",53109,32270,183,46,055
"Hamlin County, South Dakota",76995,31643,445,46,057
"Hand County, South Dakota",72857,40952,232,46,059
"Hanson County, South Dakota",86827,33489,207,46,061
"Harding County, South Dakota",71484,44603,75,46,063
"Hughes County, South Dakota",83750,37645,1676,46,065
"Hutchinson County, South Dakota",69139,35631,701,46,067
"Hyde County, South Dakota",69712,36319,85,46,069
"Jackson County, South Dakota",26078,15792,1058,46,071
"Jerauld County, South Dakota",66607,47964,163,46,073
"Jones County, South Dakota",61250,30962,149,46,075
"Kingsbury County, South Dakota",65964,36484,470,46,077
"Lake County, South Dakota",74884,44809,1035,46,079
"Lawrence County, South Dakota",62977,41086,2794,46,081
"Lincoln County, South Dakota",92317,46868,4201,46,083
"Lyman County, South Dakota",60284,25997,919,46,085
"McCook County, South Dakota",74873,34242,464,46,087
"McPherson County, South Dakota",58529,41144,279,46,089
"Marshall County, South Dakota",74018,44857,319,46,091
"Meade County, South Dakota",70256,33857,2156,46,093
"Mellette County, South Dakota",41397,16826,935,46,095
"Miner County, South Dakota",62037,32033,236,46,097
"Minnehaha County, South Dakota",73110,39289,16775,46,099
"Moody County, South Dakota",71469,35419,599,46,101
"Oglala Lakota County, South Dakota",32279,10955,7546,46,102
"Pennington County, South Dakota",67823,38951,13138,46,103
"Perkins County, South Dakota",64410,40235,349,46,105
"Potter County, South Dakota",71786,34335,174,46,107
"Roberts County, South Dakota",59022,28613,2085,46,109
"Sanborn County, South Dakota",65806,35468,201,46,111
"Spink County, South Dakota",65795,37138,663,46,115
"Stanley County, South Dakota",82298,46652,96,46,117
"Sully County, South Dakota",66875,45475,111,46,119
"Todd County, South Dakota",33792,12562,4794,46,121
"Tripp County, South Dakota",56758,29463,1174,46,123
"Turner County, South Dakota",72312,36103,780,46,125
"Union County, South Dakota",82036,47193,1360,46,127
"Walworth County, South Dakota",57697,35602,688,46,129
"Yankton County, South Dakota",68847,37202,1730,46,135
"Ziebach County, South Dakota",46023,23657,1015,46,137
"Anderson County, Tennessee",60633,32803,11660,47,001
"Bedford County, Tennessee",59955,28520,6175,47,003
"Benton County, Tennessee",47737,27185,2835,47,005
"Bledsoe County, Tennessee",51783,24241,3549,47,007
"Blount County, Tennessee",70935,36376,11500,47,009
"Bradley County, Tennessee",60692,31121,14128,47,011
"Campbell County, Tennessee",48258,26791,7473,47,013
"Cannon County, Tennessee",57651,30234,2168,47,015
"Carroll County, Tennessee",49700,26818,4502,47,017
"Carter County, Tennessee",47994,28321,9896,47,019
"Cheatham County, Tennessee",77014,35852,3802,47,021
"Chester County, Tennessee",57471,24788,2535,47,023
"Claiborne County, Tennessee",42406,25408,5621,47,025
"Clay County, Tennessee",39572,22931,1668,47,027
"Cocke County, Tennessee",45110,25864,7158,47,029
"Coffee County, Tennessee",57424,29277,9700,47,031
"Crockett County, Tennessee",59136,30362,2147,47,033
"Cumberland County, Tennessee",56002,30952,7697,47,035
"Davidson County, Tennessee",71863,45951,98696,47,037
"Decatur County, Tennessee",48466,27578,2168,47,039
"DeKalb County, Tennessee",46907,27684,3999,47,041
"Dickson County, Tennessee",68492,33582,5849,47,043
"Dyer County, Tennessee",53150,37415,5916,47,045
"Fayette County, Tennessee",81074,40613,4041,47,047
"Fentress County, Tennessee",47884,24595,3672,47,049
"Franklin County, Tennessee",57933,31395,5865,47,051
"Gibson County, Tennessee",55455,27742,6864,47,053
"Giles County, Tennessee",56877,31852,3970,47,055
"Grainger County, Tennessee",47098,26545,4118,47,057
"Greene County, Tennessee",51975,28237,10651,47,059
"Grundy County, Tennessee",47948,25075,2422,47,061
"Hamblen County, Tennessee",49656,27845,10874,47,063
"Hamilton County, Tennessee",69069,41198,43857,47,065
"Hancock County, Tennessee",31809,24120,2107,47,067
"Hardeman County, Tennessee",43566,22098,3515,47,069
"Hardin County, Tennessee",46902,26068,5095,47,071
"Hawkins County, Tennessee",53647,28648,9511,47,073
"Haywood County, Tennessee",44890,26031,3849,47,075
"Henderson County, Tennessee",51576,25873,4923,47,077
"Henry County, Tennessee",48025,28098,5731,47,079
"Hickman County, Tennessee",54669,27764,3329,47,081
"Houston County, Tennessee",51544,27053,1066,47,083
"Humphreys County, Tennessee",54185,29561,2233,47,085
"Jackson County, Tennessee",42357,25534,2266,47,087
"Jefferson County, Tennessee",60393,31947,5920,47,089
"Johnson County, Tennessee",47571,26627,3465,47,091
"Knox County, Tennessee",68580,39608,58167,47,093
"Lake County, Tennessee",32064,19695,1281,47,095
"Lauderdale County, Tennessee",46702,24358,4118,47,097
"Lawrence County, Tennessee",51038,26865,7021,47,099
"Lewis County, Tennessee",44613,26873,2339,47,101
"Lincoln County, Tennessee",61374,32016,4147,47,103
"Loudon County, Tennessee",75008,40425,6519,47,105
"McMinn County, Tennessee",57982,30334,7109,47,107
"McNairy County, Tennessee",46920,25004,4263,47,109
"Macon County, Tennessee",51215,24979,4123,47,111
"Madison County, Tennessee",55280,31380,17188,47,113
"Marion County, Tennessee",58139,29314,4642,47,115
"Marshall County, Tennessee",65325,32225,5302,47,117
"Maury County, Tennessee",71500,35733,8938,47,119
"Meigs County, Tennessee",59434,26843,1964,47,121
"Monroe County, Tennessee",52123,27356,7235,47,123
"Montgomery County, Tennessee",67890,31438,25950,47,125
"Moore County, Tennessee",69250,35178,640,47,127
"Morgan County, Tennessee",51971,27320,3897,47,129
"Obion County, Tennessee",50638,28782,4867,47,131
"Overton County, Tennessee",46580,29556,3840,47,133
"Perry County, Tennessee",55978,30870,1172,47,135
"Pickett County, Tennessee",44317,27259,1043,47,137
"Polk County, Tennessee",53775,30400,2222,47,139
"Putnam County, Tennessee",54371,29419,12497,47,141
"Rhea County, Tennessee",55568,26678,5055,47,143
"Roane County, Tennessee",66460,36579,6466,47,145
"Robertson County, Tennessee",74440,35093,7470,47,147
"Rutherford County, Tennessee",78291,35135,33248,47,149
"Scott County, Tennessee",39744,22273,5499,47,151
"Sequatchie County, Tennessee",53038,25954,3520,47,153
"Sevier County, Tennessee",60103,31603,12864,47,155
"Shelby County, Tennessee",59621,36230,164861,47,157
"Smith County, Tennessee",57677,31446,2950,47,159
"Stewart County, Tennessee",57257,28362,1547,47,161
"Sullivan County, Tennessee",54357,33934,23761,47,163
"Sumner County, Tennessee",81883,40419,18315,47,165
"Tipton County, Tennessee",70674,31909,6509,47,167
"Trousdale County, Tennessee",62018,26522,1044,47,169
"Unicoi County, Tennessee",49855,27930,2880,47,171
"Union County, Tennessee",57094,28174,3110,47,173
"Van Buren County, Tennessee",44730,24099,1012,47,175
"Warren County, Tennessee",52948,27059,6818,47,177
"Washington County, Tennessee",58507,35562,20237,47,179
"Wayne County, Tennessee",49360,26538,2837,47,181
"Weakley County, Tennessee",47769,26820,5796,47,183
"White County, Tennessee",48220,26213,4605,47,185
"Williamson County, Tennessee",125943,61451,10337,47,187
"Wilson County, Tennessee",89462,42978,12172,47,189
"Anderson County, Texas",57445,23548,7117,48,001
"Andrews County, Texas",86458,39749,2177,48,003
"Angelina County, Texas",57055,27460,13536,48,005
"Aransas County, Texas",58168,40890,4241,48,007
"Archer County, Texas",69954,37873,1054,48,009
"Armstrong County, Texas",70417,31823,109,48,011
"Atascosa County, Texas",67442,27386,6837,48,013
"Austin County, Texas",73556,36399,3593,48,015
"Bailey County, Texas",69830,29674,851,48,017
"Bandera County, Texas",70965,39162,2968,48,019
"Bastrop County, Texas",80151,34079,11454,48,021
"Baylor County, Texas",52716,31392,395,48,023
"Bee County, Texas",50283,22347,4703,48,025
"Bell County, Texas",62858,31822,52988,48,027
"Bexar County, Texas",67275,33963,299972,48,029
"Blanco County, Texas",79717,46356,1122,48,031
"Borden County, Texas",80625,39276,11,48,033
"Bosque County, Texas",63868,32990,2084,48,035
"Bowie County, Texas",56628,30103,15117,48,037
"Brazoria County, Texas",91972,39891,27271,48,039
"Brazos County, Texas",57562,32499,52720,48,041
"Brewster County, Texas",47747,35516,1445,48,043
"Briscoe County, Texas",35446,29721,311,48,045
"Brooks County, Texas",30566,20308,2176,48,047
"Brown County, Texas",53792,30202,4822,48,049
"Burleson County, Texas",71745,38918,2205,48,051
"Burnet County, Texas",71482,40628,3806,48,053
"Caldwell County, Texas",66779,28742,6144,48,055
"Calhoun County, Texas",62267,33754,1826,48,057
"Callahan County, Texas",63906,31856,1203,48,059
"Cameron County, Texas",47435,21440,106182,48,061
"Camp County, Texas",53968,28004,2689,48,063
"Carson County, Texas",83199,40192,432,48,065
"Cass County, Texas",54303,28608,5220,48,067
"Castro County, Texas",59886,25425,908,48,069
"Chambers County, Texas",106103,42628,6406,48,071
"Cherokee County, Texas",56971,26790,7847,48,073
"Childress County, Texas",56063,27466,802,48,075
"Clay County, Texas",75227,35847,925,48,077
"Cochran County, Texas",41597,23748,640,48,079
"Coke County, Texas",40230,28397,524,48,081
"Coleman County, Texas",51034,31249,1321,48,083
"Collin County, Texas",113255,52654,67718,48,085
"Collingsworth County, Texas",52045,33436,623,48,087
"Colorado County, Texas",63352,35002,1490,48,089
"Comal County, Texas",93744,47280,9998,48,091
"Comanche County, Texas",57383,31171,1816,48,093
"Concho County, Texas",55750,24207,385,48,095
"Cooke County, Texas",66374,36275,5479,48,097
"Coryell County, Texas",63281,26699,7092,48,099
"Cottle County, Texas",47625,26081,397,48,101
"Crane County, Texas",71364,31973,172,48,103
"Crockett County, Texas",64103,35942,269,48,105
"Crosby County, Texas",50268,30888,1192,48,107
"Culberson County, Texas",35924,29295,480,48,109
"Dallam County, Texas",71969,28936,600,48,111
"Dallas County, Texas",70732,39172,359882,48,113
"Dawson County, Texas",45268,22002,2624,48,115
"Deaf Smith County, Texas",51942,23310,2899,48,117
"Delta County, Texas",68491,34345,736,48,119
"Denton County, Texas",104180,50470,66977,48,121
"DeWitt County, Texas",61100,29359,2959,48,123
"Dickens County, Texas",46638,28798,183,48,125
"Dimmit County, Texas",27374,19505,3726,48,127
"Donley County, Texas",51711,25682,334,48,129
"Duval County, Texas",50697,21606,2017,48,131
"Eastland County, Texas",52902,31197,2738,48,133
"Ector County, Texas",70566,34267,25297,48,135
"Edwards County, Texas",40809,25218,315,48,137
"Ellis County, Texas",93248,38628,15850,48,139
"El Paso County, Texas",55417,26011,165778,48,141
"Erath County, Texas",59654,32181,6667,48,143
"Falls County, Texas",45172,29183,2400,48,145
"Fannin County, Texas",65835,33481,4237,48,147
"Fayette County, Texas",72881,37849,2451,48,149
"Fisher County, Texas",60461,32722,442,48,151
"Floyd County, Texas",49321,28755,1016,48,153
"Foard County, Texas",41944,27262,226,48,155
"Fort Bend County, Texas",109987,45172,57188,48,157
"Franklin County, Texas",67915,39246,891,48,159
"Freestone County, Texas",55902,28201,2300,48,161
"Frio County, Texas",56042,22779,3039,48,163
"Gaines County, Texas",73299,28701,2708,48,165
"Galveston County, Texas",83913,42603,37987,48,167
"Garza County, Texas",56215,22188,663,48,169
"Gillespie County, Texas",70162,42067,2413,48,171
"Glasscock County, Texas",112188,50449,56,48,173
"Goliad County, Texas",58125,36114,698,48,175
"Gonzales County, Texas",64255,32807,2540,48,177
"Gray County, Texas",54563,30303,3316,48,179
"Grayson County, Texas",66608,34643,15361,48,181
"Gregg County, Texas",63811,32236,19907,48,183
"Grimes County, Texas",63484,28792,3719,48,185
"Guadalupe County, Texas",88111,37184,14956,48,187
"Hale County, Texas",50721,23696,5596,48,189
"Hall County, Texas",43873,26847,519,48,191
"Hamilton County, Texas",54890,36764,1377,48,193
"Hansford County, Texas",62350,27585,434,48,195
"Hardeman County, Texas",60455,29783,390,48,197
"Hardin County, Texas",70164,33700,7506,48,199
"Harris County, Texas",70789,38184,737681,48,201
"Harrison County, Texas",63427,30613,10946,48,203
"Hartley County, Texas",78065,27850,270,48,205
"Haskell County, Texas",52786,37600,773,48,207
"Hays County, Texas",79990,38909,30750,48,209
"Hemphill County, Texas",67798,40940,204,48,211
"Henderson County, Texas",59778,32513,11986,48,213
"Hidalgo County, Texas",49371,20844,239276,48,215
"Hill County, Texas",60669,30730,4681,48,217
"Hockley County, Texas",53283,28809,3129,48,219
"Hood County, Texas",80013,41729,5467,48,221
"Hopkins County, Texas",63766,32100,4874,48,223
"Houston County, Texas",51043,25346,3374,48,225
"Howard County, Texas",67243,32431,4428,48,227
"Hudspeth County, Texas",35163,16368,620,48,229
"Hunt County, Texas",66885,31362,12082,48,231
"Hutchinson County, Texas",62211,30038,2114,48,233
"Irion County, Texas",54708,29664,116,48,235
"Jack County, Texas",58861,28626,1096,48,237
"Jackson County, Texas",67176,29684,1770,48,239
"Jasper County, Texas",48818,31251,7291,48,241
"Jeff Davis County, Texas",38125,38603,480,48,243
"Jefferson County, Texas",57294,30770,43498,48,245
"Jim Hogg County, Texas",42292,18366,1364,48,247
"Jim Wells County, Texas",46626,25030,8731,48,249
"Johnson County, Texas",77058,32728,19045,48,251
"Jones County, Texas",59361,21173,1924,48,253
"Karnes County, Texas",57798,25910,2355,48,255
"Kaufman County, Texas",84075,33250,14486,48,257
"Kendall County, Texas",104196,56063,2280,48,259
"Kenedy County, Texas",45455,21822,3,48,261
"Kent County, Texas",68553,29575,46,48,263
"Kerr County, Texas",66713,38003,6395,48,265
"Kimble County, Texas",62386,39045,528,48,267
"King County, Texas",59375,26408,60,48,269
"Kinney County, Texas",52386,29833,459,48,271
"Kleberg County, Texas",52487,25876,8885,48,273
"Knox County, Texas",48750,24892,366,48,275
"Lamar County, Texas",58246,29888,7892,48,277
"Lamb County, Texas",54519,26687,2233,48,279
"Lampasas County, Texas",73269,33787,2052,48,281
"La Salle County, Texas",62798,15492,1683,48,283
"Lavaca County, Texas",58530,34591,2035,48,285
"Lee County, Texas",66448,31001,2258,48,287
"Leon County, Texas",57363,34519,2277,48,289
"Liberty County, Texas",59605,25667,15410,48,291
"Limestone County, Texas",53102,26479,4600,48,293
"Lipscomb County, Texas",71625,33236,409,48,295
"Live Oak County, Texas",55949,27951,2081,48,297
"Llano County, Texas",64241,48116,2420,48,299
"Loving County, Texas",-666666666,44821,5,48,301
"Lubbock County, Texas",61911,33700,51472,48,303
"Lynn County, Texas",52996,31000,1041,48,305
"McCulloch County, Texas",53214,29514,1005,48,307
"McLennan County, Texas",59781,31036,44851,48,309
"McMullen County, Texas",60313,27029,100,48,311
"Madison County, Texas",65768,24340,1403,48,313
"Marion County, Texas",48040,27263,1502,48,315
"Martin County, Texas",70217,36881,873,48,317
"Mason County, Texas",77583,36235,195,48,319
"Matagorda County, Texas",56412,29001,7798,48,321
"Maverick County, Texas",48497,21405,13473,48,323
"Medina County, Texas",73060,31516,5045,48,325
"Menard County, Texas",40945,31983,431,48,327
"Midland County, Texas",90123,46914,18020,48,329
"Milam County, Texas",56985,31984,3505,48,331
"Mills County, Texas",59315,37010,297,48,333
"Mitchell County, Texas",49869,24591,1042,48,335
"Montague County, Texas",63336,31125,2573,48,337
"Montgomery County, Texas",95946,48161,55202,48,339
"Moore County, Texas",59041,26321,2839,48,341
"Morris County, Texas",51532,26199,1844,48,343
"Motley County, Texas",66528,29788,115,48,345
"Nacogdoches County, Texas",51153,27584,13339,48,347
"Navarro County, Texas",56261,26910,8502,48,349
"Newton County, Texas",38871,23995,2944,48,351
"Nolan County, Texas",47437,30572,2230,48,353
"Nueces County, Texas",64027,32284,59784,48,355
"Ochiltree County, Texas",62240,30836,1200,48,357
"Oldham County, Texas",71103,27710,318,48,359
"Orange County, Texas",71910,35301,9995,48,361
"Palo Pinto County, Texas",65242,31890,4473,48,363
"Panola County, Texas",58205,32024,3078,48,365
"Parker County, Texas",95721,43434,11791,48,367
"Parmer County, Texas",65575,28342,924,48,369
"Pecos County, Texas",59325,28217,2926,48,371
"Polk County, Texas",57315,27922,7654,48,373
"Potter County, Texas",47974,26406,23029,48,375
"Presidio County, Texas",29012,22256,2465,48,377
"Rains County, Texas",60291,36069,1338,48,379
"Randall County, Texas",78038,40047,13072,48,381
"Reagan County, Texas",70319,28765,236,48,383
"Real County, Texas",46842,22725,636,48,385
"Red River County, Texas",44583,25057,2310,48,387
